rank,layer,neuron,score
871,16,2101,0.20784536364223966
872,2,8116,0.2078396935139312
873,14,3841,0.2077976572959505
874,14,4307,0.20778486500197244
875,8,4155,0.20777565987161636
876,12,7098,0.20774201471242829
877,10,2740,0.2076579617427423
878,22,9176,0.20764666459794048
879,8,467,0.20754916342252594
880,10,8254,0.20754428886191925
881,7,8127,0.2075427023369526
882,7,5013,0.20752729333623118
883,6,5122,0.20751177990602815
884,22,360,0.20748220820258487
885,11,703,0.20743036358982772
886,10,473,0.207410974033909
887,15,661,0.20737045513816943
888,15,3923,0.2073382957318439
889,2,8655,0.20731957751261748
890,2,5826,0.20728536726788777
891,9,7420,0.20727627252796177
892,17,8057,0.20724219344451394
893,16,2029,0.20722633306967528
894,14,6662,0.207223329585374
895,8,6390,0.2071200087732759
896,15,8848,0.2071079782847454
897,8,6960,0.20709256493126793
898,10,850,0.20704319797655377
899,10,3313,0.20700730624853989
900,8,7394,0.2069784947173403
901,6,7051,0.2069150498702062
902,5,7012,0.20689416696546004
903,14,7256,0.2068557177670667
904,4,8346,0.20682593580434255
905,4,6357,0.20682367688958703
906,15,4962,0.20679809330660923
907,0,1579,0.20675692898705159
908,21,8745,0.2067429297107271
909,7,3639,0.20670284704487546
910,5,5232,0.20664862802748227
911,13,6166,0.20664618547097427
912,9,3713,0.2066245816674212
913,24,1271,0.20661715975037648
914,19,3029,0.20661126516628311
915,15,3922,0.20657919096036267
916,11,6291,0.20655726550631423
917,16,7462,0.2065032445569745
918,16,8023,0.20648130943251078
919,5,2665,0.20646234575091924
920,11,1532,0.2064578276513076
921,24,4568,0.20644796147712408
922,15,9197,0.20643774673294032
923,0,3717,0.2063925725753211
924,16,8298,0.20628615572684675
925,15,6346,0.20628132362952814
926,7,3667,0.20620630023304737
927,9,6787,0.20619843260180862
928,14,8071,0.20619798140326465
929,5,2217,0.20619753382483286
930,8,3537,0.20618770634608982
931,18,6619,0.2061208339609814
932,4,4526,0.20606736905361367
933,15,5886,0.20593657769407964
934,10,4179,0.20590366958749545
935,22,7908,0.20589338705894034
936,6,9115,0.20589121344943817
937,11,1751,0.20587363505817338
938,7,1478,0.20584896799196817
939,10,5388,0.20580733425947773
940,0,4574,0.20579851937863083
941,10,4368,0.20572357041951914
942,22,3870,0.20570395811641262
943,13,7602,0.2056617040494097
944,5,2258,0.20565728351783097
945,6,2335,0.20564687825362032
946,8,8124,0.20562766233595203
947,16,1505,0.2055733423841051
948,13,8833,0.20557213232597135
949,6,2574,0.20556606233302405
950,19,4816,0.20552602777591067
951,4,4744,0.20545777375297763
952,7,7525,0.2054056341620424
953,22,5263,0.20531667507472934
954,8,2590,0.20530376208079015
955,19,8108,0.20527752162069474
956,9,2872,0.20522604269154418
957,9,4374,0.2051926570755029
958,8,4086,0.20517716508476963
959,5,4701,0.20516799751225934
960,21,3146,0.20514049021329678
961,15,3644,0.20513208893680895
962,10,6821,0.2051214283229353
963,17,4403,0.20509549544822953
964,17,2858,0.2050612577457446
965,24,5680,0.20504387612285319
966,11,5577,0.20504265049319295
967,20,3918,0.20504209204490606
968,7,8891,0.20503727211958295
969,13,6874,0.20501360964489837
970,25,7602,0.2050121658389027
971,6,2908,0.20498947302103532
972,11,1114,0.2049328280204877
973,17,7338,0.2048920989052616
974,13,3218,0.20483334407064047
975,19,3732,0.20482987936144795
976,24,7299,0.20475407090582634
977,7,456,0.20474211944645
978,7,6723,0.20471183896423287
979,6,153,0.20468819126540092
980,14,941,0.2046687681896677
981,5,9135,0.20466694409711425
982,18,2651,0.20466055823164664
983,12,2075,0.2046533465636985
984,12,826,0.20463087811872216
985,9,6478,0.20458590394365586
986,11,1831,0.2045782060816515
987,9,5247,0.20454590400667355
988,15,8544,0.2045377767518008
989,21,1752,0.20452545883436699
990,12,7621,0.20451309748310817
991,11,4893,0.20448261053740324
992,10,5692,0.20443109635352597
993,16,5916,0.20441937758330186
994,13,7218,0.20439513201356466
995,11,9133,0.20438821310167465
996,9,4781,0.2043859896872265
997,9,4213,0.20437005125085617
998,0,6799,0.2043339692195142
999,16,294,0.20432840515166054
1000,12,648,0.20432357646008126
