rank,layer,neuron,score
777,9,6436,0.4862578686712055
778,12,686,0.4862322822778963
779,5,3595,0.4860932218300709
780,6,580,0.48562682186350004
781,13,7023,0.48555352324367157
782,4,8845,0.48516546876936284
783,9,8907,0.48508245742427475
784,12,2516,0.48499128972646804
785,12,3802,0.4849306425794542
786,11,5359,0.4847985973185017
787,7,1308,0.4847671423791746
788,7,8592,0.48455304684878736
789,7,7582,0.4840388259130483
790,11,1561,0.48402737548655284
791,11,7469,0.48384901684182746
792,9,6674,0.48373755798620577
793,13,8047,0.48323586623050857
794,10,2646,0.48288859512926013
795,11,7980,0.4828761324967736
796,15,4389,0.48285533661432317
797,9,7547,0.482746119685727
798,13,4562,0.48258126461867484
799,12,3227,0.4825808545521677
800,12,521,0.48224054350730905
801,10,9000,0.48218640083008474
802,10,2294,0.4821249580146341
803,11,9036,0.4819404678096936
804,12,475,0.4819333018530189
805,9,1304,0.48143404396741163
806,11,2345,0.4814153399496021
807,15,6149,0.48122232555077643
808,10,8814,0.48110583712094224
809,11,4192,0.48105546390642484
810,8,46,0.48103981581758437
811,8,8557,0.48100099614241454
812,14,6583,0.4807515591083006
813,7,7367,0.4805776496604508
814,12,544,0.48048921687953033
815,12,4271,0.48043168372456574
816,10,6675,0.4803980559128182
817,8,1360,0.48029809831223924
818,13,7678,0.48029205845115147
819,14,3082,0.48022526656889425
820,10,6744,0.4801544674024957
821,14,6201,0.4800749498810754
822,9,1358,0.4800676946295526
823,6,4884,0.47987184927957105
824,5,5107,0.479747494117402
825,11,776,0.47959785880373895
826,6,5556,0.47894507586230345
827,13,3383,0.47867291288161795
828,10,2629,0.47867129643172224
829,7,6590,0.47834982637921525
830,11,246,0.47831304284834303
831,9,8896,0.4783013517472536
832,11,2562,0.4782572548448194
833,8,1064,0.4781044970876335
834,14,2953,0.47810120448840554
835,8,4962,0.47777641318432
836,5,5365,0.4777659845573502
837,11,2311,0.47770921208681444
838,11,7002,0.4776646846691335
839,11,796,0.47757072396709727
840,20,498,0.4773634512961761
841,6,6170,0.4773087615597536
842,14,7749,0.47715153665334886
843,14,7682,0.4769156958815282
844,6,5784,0.4764122975284406
845,12,7028,0.4761986373398346
846,11,3454,0.47573727006836686
847,10,5414,0.4755106362104715
848,8,8924,0.4753819427539208
849,11,4511,0.4749851421657934
850,10,9056,0.47468197555282976
851,12,3761,0.4746530844703892
852,11,3164,0.474294365511942
853,14,4981,0.4740952999924218
854,11,9154,0.47393268697897317
855,6,7250,0.4737961181216125
856,11,2383,0.4737951246085226
857,11,4073,0.4737344173562777
858,13,536,0.4736534933021592
859,5,4974,0.4736033077331542
860,12,1720,0.4733712312383415
861,13,7841,0.4733308491320603
862,12,3195,0.47321608918063784
863,9,8706,0.47294140748244656
864,12,8984,0.47281872032343286
865,15,7577,0.47255735585728986
866,11,7021,0.4721525572134249
867,11,8798,0.47214352325729914
868,10,9209,0.4718141907967113
869,12,3272,0.47180951163403156
870,11,5398,0.4715780736635226
871,11,8806,0.4715720104206174
872,11,149,0.4714343008322836
873,13,1261,0.4709690920664897
874,10,3342,0.4709673226766234
875,16,4447,0.47074230750917784
876,9,5108,0.4706134529982145
877,5,6276,0.47046710714968537
878,10,1571,0.47026588020875515
879,13,1568,0.470215157599288
880,13,4753,0.46986665169327047
881,7,2494,0.46972640794973153
882,14,5834,0.4696578527108935
883,12,3540,0.4692080636411916
